temp,hr,spo2,gsr,label
37.9,103,94,1656,Moderate
37.79,105,92,1784,Moderate
37.89,112,92,1812,Moderate
37.78,113,93,1778,Moderate
38.9,125,91,2067,High
39.8,157,76,2754,Critical
39.7,170,81,3014,Critical
37.95,120,93,1888,Moderate
36.31,67,100,1008,Normal
36.96,70,97,1208,Normal
37.83,118,94,1862,Moderate
36.54,81,97,947,Normal
36.79,77,97,878,Normal
37.95,110,93,1636,Moderate
39.94,156,86,2793,Critical
38.7,134,89,2029,High
39.37,150,75,3160,Critical
38.29,133,90,2266,High
37.85,105,94,1671,Moderate
36.65,74,96,988,Normal
37.93,101,92,1478,Moderate
40.18,154,76,2930,Critical
38.19,128,90,2402,High
36.62,87,98,1262,Normal
37.69,114,92,1883,Moderate
38.2,127,89,2365,High
39.47,145,87,2974,Critical
37.62,119,93,1454,Moderate
39.28,158,78,3051,Critical
37.29,74,97,1231,Normal
38.84,129,89,2477,High
38.24,124,91,2397,High
38.86,138,89,2075,High
36.54,73,96,1143,Normal
37.63,112,92,1833,Moderate
38.82,135,91,2442,High
39.2,145,85,2778,Critical
37.17,78,98,1044,Normal
37.72,105,92,1663,Moderate
40.44,151,78,3181,Critical
37.28,64,100,1216,Normal
39.96,143,76,3161,Critical
37.7,107,92,1493,Moderate
36.26,90,98,975,Normal
40.42,146,82,3164,Critical
37.99,116,93,1408,Moderate
36.67,90,96,1300,Normal
37.94,111,93,1852,Moderate
38.28,130,89,2308,High
38.6,132,89,2307,High
37.62,102,93,1763,Moderate
38.33,125,91,2153,High
37.79,116,94,1600,Moderate
37.64,114,93,1711,Moderate
39.96,145,79,2920,Critical
37.94,114,94,1869,Moderate
38.86,122,89,2515,High
40.34,143,86,2776,Critical
36.06,65,100,1268,Normal
37.61,114,92,1589,Moderate
37.77,104,93,1868,Moderate
37.88,109,94,1575,Moderate
40.26,169,82,2746,Critical
39.91,159,86,3171,Critical
39.16,150,76,3157,Critical
37.76,111,93,1404,Moderate
36.95,79,97,983,Normal
40.08,163,76,2920,Critical
37.66,101,93,1890,Moderate
37.49,85,98,941,Normal
36.71,69,96,925,Normal
38.68,125,89,2316,High
37.65,103,94,1415,Moderate
36.67,89,96,1165,Normal
38.52,125,90,2562,High
38.22,128,89,2220,High
38.64,124,90,2344,High
40.45,152,77,3009,Critical
39.96,162,78,2930,Critical
36.04,71,96,1236,Normal
37.82,117,92,1605,Moderate
37.86,112,93,1842,Moderate
39.39,146,83,3058,Critical
37.48,100,100,1043,Normal
39.54,152,85,2880,Critical
37.08,100,96,1157,Normal
38.14,134,89,2031,High
39.13,149,86,3075,Critical
37.28,94,97,922,Normal
38.38,140,90,2431,High
36.43,88,98,1252,Normal
40.18,163,87,2771,Critical
38.0,109,94,1424,Moderate
39.34,167,86,2710,Critical
39.78,153,87,2829,Critical
38.16,127,91,2164,High
38.81,136,91,2138,High
38.82,127,91,2280,High
38.35,127,89,2347,High
38.44,124,90,2145,High
37.62,111,92,1832,Moderate
37.78,101,94,1411,Moderate
37.99,105,92,1468,Moderate
39.41,170,84,2761,Critical
38.33,124,91,2554,High
37.66,106,93,1897,Moderate
36.36,80,100,1001,Normal
37.21,88,98,1095,Normal
38.25,128,90,2004,High
37.47,93,97,1277,Normal
37.49,69,99,985,Normal
40.09,147,88,2783,Critical
37.65,119,92,1830,Moderate
38.77,139,91,2120,High
37.75,106,92,1862,Moderate
38.21,128,91,2089,High
37.7,112,94,1437,Moderate
39.66,157,75,2794,Critical
37.69,116,92,1548,Moderate
38.76,136,89,2175,High
39.97,142,88,2815,Critical
39.72,142,88,3011,Critical
37.72,101,93,1641,Moderate
39.94,148,81,2949,Critical
36.15,76,96,1073,Normal
37.74,110,93,1662,Moderate
40.22,153,81,3041,Critical
40.13,166,77,2938,Critical
37.71,108,92,1736,Moderate
39.33,143,80,3061,Critical
38.98,135,91,2079,High
37.89,108,92,1620,Moderate
36.08,71,98,1233,Normal
38.25,121,89,2316,High
39.64,154,75,2784,Critical
39.71,151,87,2787,Critical
38.87,134,90,2505,High
38.64,127,89,2410,High
37.97,114,93,1476,Moderate
36.91,62,99,1015,Normal
37.45,64,97,925,Normal
38.81,138,91,2018,High
39.26,141,87,3146,Critical
39.35,151,80,2801,Critical
38.76,123,89,2104,High
39.57,162,87,3017,Critical
39.7,160,82,3196,Critical
37.15,91,97,915,Normal
36.5,97,95,1171,Normal
38.63,136,91,2122,High
36.28,70,97,975,Normal
37.69,116,94,1766,Moderate
39.91,149,84,2844,Critical
37.07,85,96,814,Normal
37.65,105,94,1578,Moderate
38.44,130,90,2538,High
40.0,161,88,2937,Critical
38.13,125,91,2213,High
36.75,94,98,967,Normal
36.78,97,96,1237,Normal
36.52,75,99,1233,Normal
36.39,84,95,1069,Normal
38.4,135,90,2440,High
37.2,96,95,844,Normal
37.76,117,92,1745,Moderate
36.33,90,96,811,Normal
38.5,127,89,2303,High
40.19,156,78,2984,Critical
38.22,140,90,2477,High
37.87,107,94,1607,Moderate
39.6,170,87,3153,Critical
38.57,136,89,2587,High
39.87,143,87,3171,Critical
37.88,107,92,1692,Moderate
39.98,167,79,2787,Critical
40.24,169,78,3109,Critical
38.99,122,90,2185,High
38.0,104,94,1817,Moderate
37.67,111,94,1854,Moderate
37.68,102,92,1495,Moderate
36.86,99,97,1274,Normal
38.33,137,89,2592,High
37.94,120,92,1597,Moderate
37.21,68,99,1022,Normal
40.1,170,85,2863,Critical
38.39,131,89,2108,High
40.38,170,83,2924,Critical
39.2,168,78,2916,Critical
37.61,112,94,1713,Moderate
39.78,149,82,2776,Critical
38.28,130,91,2346,High
39.36,157,83,2855,Critical
38.12,140,89,2037,High
39.31,147,79,2820,Critical
37.48,74,97,899,Normal
37.98,105,93,1480,Moderate
37.66,105,92,1583,Moderate
37.63,119,92,1511,Moderate
36.72,61,95,881,Normal
38.83,125,91,2397,High
37.71,119,92,1530,Moderate
38.74,125,89,2287,High
36.1,62,100,1106,Normal
39.81,146,86,3061,Critical
36.67,69,99,807,Normal
37.67,105,92,1491,Moderate
36.79,97,98,1281,Normal
36.06,73,96,1039,Normal
37.79,112,92,1609,Moderate
38.61,124,91,2114,High
40.3,160,80,2762,Critical
39.78,169,82,2818,Critical
36.1,69,95,1105,Normal
36.88,81,95,867,Normal
37.77,106,92,1582,Moderate
39.65,146,83,3050,Critical
39.7,141,78,2792,Critical
40.31,149,88,2827,Critical
38.16,134,91,2165,High
38.86,130,90,2271,High
39.78,147,85,2921,Critical
40.02,146,78,2950,Critical
37.24,97,99,1216,Normal
36.49,61,100,841,Normal
40.12,153,76,3106,Critical
38.61,123,90,2412,High
36.81,87,100,926,Normal
38.15,138,90,2598,High
38.97,140,91,2432,High
36.2,62,99,955,Normal
36.21,91,95,959,Normal
37.62,119,92,1721,Moderate
36.04,91,96,1279,Normal
40.08,142,86,3170,Critical
39.65,148,83,2981,Critical
36.44,88,98,1253,Normal
37.4,97,98,885,Normal
40.16,161,83,2771,Critical
36.21,78,98,1261,Normal
36.92,80,96,1049,Normal
37.25,70,95,1125,Normal
38.78,128,91,2600,High
37.88,103,93,1641,Moderate
39.18,150,77,2966,Critical
37.89,110,93,1702,Moderate
37.18,62,99,1138,Normal
37.86,120,93,1687,Moderate
37.06,62,95,977,Normal
40.19,149,75,2979,Critical
37.12,69,100,1260,Normal
38.7,131,90,2581,High
40.28,158,76,2785,Critical
39.3,146,79,2806,Critical
38.38,128,91,2536,High
37.46,61,99,1166,Normal
38.84,136,90,2284,High
37.78,114,93,1873,Moderate
40.39,155,77,2906,Critical
38.16,122,90,2460,High
36.57,68,97,1044,Normal
40.01,154,80,2953,Critical
36.57,73,95,1094,Normal
36.44,94,98,1150,Normal
36.54,79,100,1101,Normal
38.62,126,91,2350,High
37.82,104,94,1825,Moderate
38.92,138,90,2560,High
38.65,125,89,2052,High
38.43,135,91,2303,High
38.92,130,90,2592,High
39.32,149,83,2834,Critical
39.22,168,79,2772,Critical
38.14,139,90,2339,High
38.92,131,90,2329,High
37.63,110,92,1624,Moderate
39.0,135,90,2255,High
37.84,117,92,1666,Moderate
39.48,161,76,2869,Critical
36.69,79,95,1151,Normal
36.87,96,97,849,Normal
36.27,95,99,1230,Normal
38.95,125,89,2557,High
37.68,101,92,1597,Moderate
36.95,71,100,1244,Normal
39.28,151,81,3159,Critical
40.28,156,83,2764,Critical
36.17,89,100,855,Normal
38.83,128,89,2216,High
39.73,151,81,3026,Critical
36.22,62,96,935,Normal
37.88,103,92,1473,Moderate
38.23,136,89,2155,High
36.58,83,98,973,Normal
37.81,115,93,1754,Moderate
37.63,118,93,1510,Moderate
39.43,150,80,3179,Critical
38.97,133,91,2181,High
36.45,89,99,861,Normal
36.27,77,100,983,Normal
39.51,162,86,2708,Critical
37.15,78,97,1297,Normal
38.76,129,89,2139,High
38.91,132,91,2125,High
36.84,81,99,958,Normal
38.71,136,89,2008,High
37.81,105,92,1663,Moderate
37.97,102,93,1895,Moderate
38.18,133,90,2483,High
40.49,148,81,3061,Critical
37.78,107,94,1714,Moderate
37.69,113,92,1792,Moderate
39.79,152,79,2748,Critical
38.55,137,89,2466,High
38.37,138,91,2010,High
37.84,116,92,1482,Moderate
39.36,168,81,3181,Critical
37.03,92,100,1124,Normal
36.08,98,98,951,Normal
37.62,102,92,1841,Moderate
39.56,150,75,2943,Critical
39.82,167,79,3027,Critical
37.63,112,92,1568,Moderate
37.82,120,92,1618,Moderate
37.99,119,94,1528,Moderate
39.96,148,78,2775,Critical
37.63,109,94,1840,Moderate
37.92,109,94,1535,Moderate
38.59,123,90,2525,High
37.94,106,93,1810,Moderate
37.89,105,93,1656,Moderate
37.01,95,95,1292,Normal
37.12,66,98,1216,Normal
40.4,145,87,3082,Critical
38.27,138,90,2480,High
38.63,123,89,2572,High
37.86,105,93,1702,Moderate
38.13,123,90,2159,High
38.76,139,90,2125,High
37.91,119,93,1594,Moderate
37.7,115,94,1774,Moderate
39.72,158,77,3060,Critical
37.43,99,100,1186,Normal
38.9,133,91,2330,High
36.09,90,95,936,Normal
36.02,75,96,1182,Normal
37.79,113,93,1476,Moderate
37.39,73,95,999,Normal
36.88,79,97,1226,Normal
37.82,106,94,1785,Moderate
36.11,64,98,1058,Normal
37.74,110,92,1508,Moderate
36.82,76,96,943,Normal
39.39,167,88,3090,Critical
40.19,145,80,2716,Critical
37.17,93,97,1118,Normal
36.62,87,98,872,Normal
37.64,103,94,1409,Moderate
38.33,131,89,2072,High
39.33,161,80,2904,Critical
37.72,103,93,1624,Moderate
38.25,125,91,2378,High
40.49,154,76,2743,Critical
36.92,80,100,1205,Normal
39.7,164,78,3178,Critical
38.27,123,91,2572,High
37.99,108,93,1502,Moderate
39.96,149,78,2853,Critical
37.65,101,93,1857,Moderate
38.78,128,89,2003,High
37.87,117,94,1527,Moderate
37.14,98,96,819,Normal
38.91,133,91,2203,High
37.65,120,94,1720,Moderate
39.21,154,76,2921,Critical
36.8,96,100,905,Normal
40.18,148,83,3150,Critical
37.61,103,92,1815,Moderate
38.78,137,90,2506,High
36.34,80,97,939,Normal
40.1,165,86,2732,Critical
39.58,155,85,2847,Critical
36.26,71,95,1180,Normal
37.98,118,93,1585,Moderate
36.07,95,97,1277,Normal
38.14,131,91,2466,High
37.84,110,94,1707,Moderate
39.27,148,79,3016,Critical
36.93,70,98,841,Normal
37.03,67,96,1185,Normal
36.44,95,96,1208,Normal
36.87,61,97,971,Normal
37.95,101,93,1611,Moderate
37.64,115,92,1856,Moderate
40.4,147,80,2895,Critical
40.04,142,75,3015,Critical
39.82,146,78,2937,Critical
37.85,110,94,1408,Moderate
39.54,154,84,2709,Critical
39.72,148,82,2897,Critical
38.78,133,90,2278,High
37.82,112,92,1514,Moderate
40.34,155,88,2964,Critical
38.95,138,90,2061,High
38.78,140,91,2208,High
39.5,141,75,3127,Critical
39.34,148,81,2930,Critical
36.41,97,100,1108,Normal
37.72,115,93,1708,Moderate
36.79,61,95,843,Normal
37.9,118,92,1781,Moderate
39.16,145,84,2999,Critical
38.71,138,90,2260,High
39.35,157,84,3087,Critical
36.23,70,99,1214,Normal
38.19,129,91,2491,High
36.7,100,99,993,Normal
38.64,140,91,2266,High
36.66,99,97,830,Normal
37.71,104,94,1774,Moderate
38.21,129,89,2382,High
36.99,64,97,927,Normal
37.77,118,94,1557,Moderate
37.86,111,94,1562,Moderate
38.84,123,91,2225,High
36.99,64,98,1004,Normal
39.84,144,82,2897,Critical
37.64,113,92,1725,Moderate
38.1,132,90,2193,High
40.4,163,80,2839,Critical
37.61,120,93,1878,Moderate
38.7,129,90,2166,High
38.26,138,89,2181,High
40.06,161,78,3177,Critical
37.3,96,95,979,Normal
39.78,158,86,3185,Critical
36.21,96,100,1098,Normal
37.69,101,93,1793,Moderate
40.25,153,88,3012,Critical
38.32,127,91,2147,High
38.97,129,90,2369,High
36.42,84,95,1293,Normal
38.91,125,90,2139,High
40.3,167,86,3091,Critical
36.78,68,95,1067,Normal
37.75,113,93,1855,Moderate
36.24,64,98,1241,Normal
37.65,120,92,1534,Moderate
39.15,145,78,3168,Critical
37.62,112,93,1781,Moderate
38.38,124,91,2597,High
39.3,143,78,2873,Critical
37.39,96,95,1170,Normal
40.15,144,82,2773,Critical
37.68,114,92,1856,Moderate
38.89,132,91,2288,High
36.46,94,99,843,Normal
38.0,113,94,1727,Moderate
40.12,165,80,2741,Critical
37.35,61,95,1279,Normal
36.86,90,96,1106,Normal
38.45,137,90,2018,High
37.69,118,92,1803,Moderate
38.5,130,91,2391,High
38.17,132,90,2517,High
39.32,156,83,3155,Critical
36.62,87,99,1184,Normal
36.91,91,95,1009,Normal
36.72,71,97,826,Normal
38.74,134,89,2286,High
39.95,152,80,2908,Critical
38.91,129,91,2378,High
37.27,95,96,1286,Normal
38.57,135,91,2455,High
38.23,128,90,2516,High
38.34,125,90,2217,High
37.27,86,99,934,Normal
37.73,106,93,1822,Moderate
37.47,78,96,1104,Normal
36.45,88,96,821,Normal
38.61,133,89,2237,High
39.29,161,77,2814,Critical
36.14,77,98,1153,Normal
39.47,162,78,2759,Critical
39.64,166,88,2972,Critical
38.71,128,90,2317,High
37.03,67,95,1265,Normal
38.78,123,91,2279,High
37.92,109,94,1472,Moderate
37.69,111,94,1700,Moderate
38.21,137,89,2273,High
38.37,124,89,2426,High
36.89,71,99,1128,Normal
37.67,108,92,1441,Moderate
37.73,112,92,1545,Moderate
40.44,145,87,2898,Critical
37.05,98,95,871,Normal
37.74,105,92,1477,Moderate
37.81,103,93,1743,Moderate
36.49,85,97,861,Normal
39.77,149,79,3044,Critical
38.92,132,91,2409,High
37.62,109,92,1812,Moderate
37.89,116,94,1519,Moderate
39.69,159,80,2992,Critical
40.36,164,78,3062,Critical
36.41,86,97,1273,Normal
38.45,140,91,2088,High
36.88,79,96,1030,Normal
36.74,91,95,1119,Normal
40.34,143,79,2758,Critical
39.77,148,86,2743,Critical
37.67,117,94,1662,Moderate
40.29,152,76,2700,Critical
38.88,133,89,2252,High
36.51,62,98,1179,Normal
38.76,135,90,2506,High
40.34,147,82,3187,Critical
36.98,80,98,907,Normal
38.92,121,89,2198,High
38.38,137,91,2175,High
36.48,91,95,1162,Normal
38.99,126,90,2164,High
38.71,135,89,2342,High
37.71,105,94,1674,Moderate
38.93,128,90,2481,High
38.82,127,90,2589,High
37.84,101,92,1716,Moderate
37.91,106,93,1876,Moderate
40.43,149,78,2995,Critical
37.61,118,94,1756,Moderate
37.88,117,94,1488,Moderate
38.64,128,90,2288,High
39.28,141,84,2918,Critical
37.66,108,93,1642,Moderate
38.33,137,90,2408,High
39.52,155,87,2739,Critical
37.66,106,94,1847,Moderate
36.97,67,97,891,Normal
37.8,111,92,1539,Moderate
40.43,144,79,2750,Critical
36.81,82,95,1218,Normal
37.81,109,93,1795,Moderate
39.66,141,84,2919,Critical
36.81,78,99,1044,Normal
39.84,167,83,2782,Critical
37.82,117,93,1662,Moderate
38.64,128,89,2258,High
36.02,62,99,1024,Normal
37.98,111,93,1419,Moderate
36.45,96,97,1114,Normal
38.45,137,89,2191,High
37.91,106,93,1653,Moderate
37.94,108,93,1683,Moderate
38.98,124,89,2141,High
36.18,78,95,1039,Normal
36.06,61,100,844,Normal
36.08,98,100,1190,Normal
39.53,168,76,2833,Critical
36.64,74,95,1094,Normal
37.78,112,92,1759,Moderate
38.35,122,91,2160,High
37.68,114,93,1511,Moderate
38.82,121,90,2186,High
36.13,63,100,1022,Normal
38.13,140,90,2051,High
40.48,141,77,2853,Critical
38.8,134,90,2220,High
36.74,62,100,1155,Normal
37.96,112,93,1586,Moderate
37.77,110,92,1847,Moderate
36.13,89,98,1191,Normal
37.75,105,94,1454,Moderate
39.5,161,85,2715,Critical
37.93,101,94,1408,Moderate
40.3,151,75,2936,Critical
37.39,61,98,920,Normal
37.69,117,93,1615,Moderate
37.29,93,96,1004,Normal
38.48,131,89,2598,High
38.42,123,89,2067,High
37.39,81,96,1084,Normal
37.15,86,95,1109,Normal
36.72,91,97,1129,Normal
36.72,94,96,829,Normal
37.14,86,95,1022,Normal
36.87,82,99,1145,Normal
36.4,80,96,976,Normal
36.61,80,100,1280,Normal
37.77,109,92,1676,Moderate
38.61,136,89,2280,High
37.93,120,93,1732,Moderate
39.32,152,79,2954,Critical
37.66,101,94,1586,Moderate
37.94,116,93,1844,Moderate
38.34,136,91,2195,High
36.85,89,98,943,Normal
37.62,105,94,1531,Moderate
37.66,116,92,1784,Moderate
36.8,85,98,1172,Normal
36.06,71,99,960,Normal
36.35,69,100,825,Normal
38.25,138,89,2254,High
40.35,142,85,2749,Critical
39.59,154,78,3149,Critical
40.12,154,84,2913,Critical
37.99,113,94,1673,Moderate
37.96,105,94,1768,Moderate
38.51,123,91,2075,High
39.81,151,85,2963,Critical
38.4,132,89,2156,High
39.42,159,83,2935,Critical
37.62,101,92,1406,Moderate
39.69,144,82,2990,Critical
38.4,131,91,2450,High
39.89,143,76,3048,Critical
39.35,167,83,3077,Critical
37.7,119,92,1719,Moderate
38.72,121,91,2010,High
37.99,102,92,1632,Moderate
37.91,120,92,1513,Moderate
37.99,113,93,1629,Moderate
38.47,138,90,2579,High
39.16,153,86,3155,Critical
38.47,137,91,2037,High
36.82,99,96,1151,Normal
37.0,90,99,1204,Normal
38.97,134,89,2248,High
40.21,162,75,2781,Critical
37.88,117,93,1861,Moderate
36.48,61,99,1227,Normal
37.16,85,98,1253,Normal
40.47,169,77,2923,Critical
38.4,122,90,2508,High
39.93,170,79,2737,Critical
37.27,60,98,1109,Normal
40.13,154,87,3001,Critical
38.73,129,91,2062,High
38.61,130,89,2157,High
37.72,104,92,1535,Moderate
37.75,107,94,1558,Moderate
40.18,163,84,3092,Critical
37.76,110,93,1861,Moderate
39.26,143,81,2907,Critical
36.68,68,95,972,Normal
38.64,132,90,2044,High
36.96,86,96,1248,Normal
39.69,149,81,2970,Critical
39.28,147,77,2818,Critical
39.62,166,88,2802,Critical
39.77,147,75,2996,Critical
37.76,113,94,1496,Moderate
38.19,140,90,2214,High
37.98,114,94,1675,Moderate
40.13,154,82,2717,Critical
37.79,106,92,1806,Moderate
37.03,87,96,1214,Normal
37.04,94,97,1266,Normal
40.17,143,87,3100,Critical
38.99,133,89,2530,High
37.83,114,92,1522,Moderate
37.64,118,92,1417,Moderate
39.98,161,84,2936,Critical
38.78,124,91,2421,High
37.91,106,92,1629,Moderate
38.92,125,89,2388,High
36.43,88,98,911,Normal
37.83,111,92,1579,Moderate
37.35,76,95,1005,Normal
40.02,158,87,2961,Critical
36.28,71,97,1064,Normal
40.39,155,79,2989,Critical
37.46,75,99,1193,Normal
36.36,82,97,866,Normal
38.18,129,89,2184,High
36.95,71,96,907,Normal
38.91,133,91,2107,High
38.38,124,91,2380,High
36.38,86,95,994,Normal
38.31,127,90,2206,High
38.26,126,89,2597,High
38.93,136,91,2569,High
39.78,167,80,3083,Critical
36.45,93,95,1090,Normal
37.98,104,94,1425,Moderate
38.6,123,89,2120,High
36.16,83,95,1184,Normal
36.79,88,98,1144,Normal
38.78,126,91,2136,High
36.68,95,99,1222,Normal
39.19,143,80,3127,Critical
40.17,160,83,2845,Critical
38.54,139,89,2062,High
36.52,77,99,1067,Normal
37.7,115,92,1872,Moderate
40.09,163,75,3027,Critical
37.14,67,96,870,Normal
39.73,164,76,2777,Critical
36.1,66,97,924,Normal
39.39,160,85,2774,Critical
37.77,116,94,1788,Moderate
37.48,89,98,1206,Normal
37.27,93,95,832,Normal
36.67,64,98,1235,Normal
40.26,163,81,2886,Critical
38.45,140,90,2111,High
39.81,165,85,2981,Critical
40.25,144,79,2819,Critical
39.65,156,79,3114,Critical
39.6,141,82,2994,Critical
36.7,82,98,1290,Normal
38.88,134,91,2177,High
40.25,145,78,3146,Critical
36.23,96,100,1136,Normal
37.43,73,99,1251,Normal
39.54,169,78,3154,Critical
37.79,104,94,1618,Moderate
40.21,142,76,3084,Critical
39.21,141,86,3079,Critical
37.63,102,92,1453,Moderate
37.94,102,92,1750,Moderate
39.39,148,78,3195,Critical
37.8,117,92,1461,Moderate
36.37,70,98,952,Normal
36.26,75,96,1078,Normal
37.73,113,92,1850,Moderate
36.61,84,97,990,Normal
40.21,154,79,2988,Critical
39.78,167,75,2896,Critical
39.39,144,86,2754,Critical
37.8,106,93,1744,Moderate
38.32,130,89,2069,High
38.41,131,89,2473,High
38.21,123,89,2395,High
37.29,67,99,1022,Normal
37.74,116,92,1870,Moderate
38.19,133,91,2458,High
39.1,151,86,3123,Critical
38.31,127,91,2099,High
37.87,118,92,1834,Moderate
38.3,124,89,2302,High
37.8,114,94,1765,Moderate
36.92,60,100,813,Normal
39.62,166,87,2794,Critical
39.62,162,84,3076,Critical
37.16,67,98,874,Normal
37.08,91,100,947,Normal
37.87,119,92,1461,Moderate
38.41,134,90,2322,High
40.22,145,86,2980,Critical
38.31,132,90,2347,High
36.4,80,97,879,Normal
38.32,138,89,2426,High
37.24,84,96,1107,Normal
37.65,118,92,1483,Moderate
38.69,125,91,2388,High
40.14,167,85,3080,Critical
39.54,146,86,2714,Critical
38.99,139,89,2107,High
37.9,111,94,1813,Moderate
40.05,156,84,3178,Critical
39.91,162,75,3044,Critical
37.82,101,94,1712,Moderate
37.68,109,92,1745,Moderate
38.92,127,91,2269,High
38.41,131,90,2246,High
37.9,116,94,1610,Moderate
36.94,98,99,1145,Normal
37.93,108,92,1597,Moderate
39.87,161,83,2714,Critical
40.11,157,77,2855,Critical
36.75,65,100,917,Normal
39.99,152,84,3170,Critical
37.97,102,93,1838,Moderate
39.66,143,84,3017,Critical
38.27,139,89,2283,High
39.98,146,81,3165,Critical
38.64,130,90,2500,High
36.63,72,96,944,Normal
36.06,63,97,992,Normal
36.78,90,100,1232,Normal
38.83,130,90,2449,High
37.74,106,92,1557,Moderate
38.42,132,90,2282,High
38.32,124,89,2176,High
37.89,101,94,1424,Moderate
40.09,145,75,3112,Critical
39.7,142,80,3167,Critical
37.01,97,95,1017,Normal
36.18,87,100,1134,Normal
36.84,82,100,1253,Normal
39.76,146,80,3181,Critical
39.79,151,86,3079,Critical
39.98,157,77,2773,Critical
36.85,91,97,1139,Normal
36.48,67,98,1137,Normal
36.62,77,96,1035,Normal
39.52,159,79,2706,Critical
37.02,62,95,1088,Normal
38.16,130,90,2389,High
36.22,87,99,1165,Normal
37.45,73,98,801,Normal
36.2,86,96,1085,Normal
37.62,113,94,1425,Moderate
36.9,93,100,1064,Normal
36.1,87,97,915,Normal
38.0,101,93,1694,Moderate
38.48,129,89,2596,High
36.55,82,96,922,Normal
37.73,104,92,1568,Moderate
37.31,89,97,1102,Normal
37.78,107,92,1633,Moderate
37.69,110,93,1693,Moderate
37.74,107,92,1878,Moderate
37.88,103,94,1752,Moderate
38.44,130,91,2110,High
36.93,67,95,1263,Normal
38.45,135,90,2154,High
39.57,168,79,2895,Critical
36.67,100,99,844,Normal
38.88,136,89,2545,High
39.35,158,82,3111,Critical
39.11,157,78,2972,Critical
37.01,84,97,939,Normal
38.54,135,89,2513,High
37.87,118,92,1892,Moderate
39.19,168,79,2778,Critical
38.41,130,91,2422,High
39.32,152,79,2713,Critical
37.66,119,94,1724,Moderate
39.49,164,81,2923,Critical
40.27,149,81,3002,Critical
37.47,79,100,1076,Normal
37.63,101,94,1738,Moderate
40.05,167,82,2832,Critical
37.85,102,92,1818,Moderate
40.43,165,80,3188,Critical
36.62,84,100,823,Normal
36.7,77,95,1232,Normal
37.93,106,94,1693,Moderate
37.94,114,93,1746,Moderate
40.45,155,84,2720,Critical
39.75,147,79,2845,Critical
38.81,122,90,2018,High
39.45,141,80,2961,Critical
38.79,122,89,2113,High
38.79,139,90,2419,High
37.67,101,92,1855,Moderate
37.39,88,98,1093,Normal
38.91,136,91,2593,High
38.92,125,90,2108,High
37.76,106,94,1764,Moderate
38.59,137,89,2196,High
39.8,147,76,3081,Critical
38.1,124,89,2385,High
37.9,103,92,1658,Moderate
37.13,88,98,831,Normal
37.63,105,94,1451,Moderate
38.39,135,89,2355,High
37.92,120,94,1606,Moderate
38.71,134,90,2238,High
39.83,164,77,3149,Critical
36.86,79,95,1239,Normal
39.99,145,78,3054,Critical
37.89,107,94,1517,Moderate
38.11,124,90,2304,High
37.1,64,99,906,Normal
37.43,90,96,815,Normal
37.85,101,92,1751,Moderate
36.76,94,100,862,Normal
39.25,166,75,3042,Critical
39.44,158,75,2888,Critical
40.16,158,87,3188,Critical
38.5,138,89,2316,High
37.61,103,94,1402,Moderate
38.45,127,91,2060,High
38.11,137,89,2593,High
36.13,67,98,967,Normal
36.86,67,100,953,Normal
37.95,118,93,1810,Moderate
38.46,125,89,2546,High
39.58,160,86,2726,Critical
37.27,99,97,1059,Normal
36.9,64,100,1128,Normal
36.86,72,96,1027,Normal
38.95,123,91,2243,High
36.77,97,95,960,Normal
37.8,105,92,1430,Moderate
38.3,135,90,2488,High
38.69,124,89,2568,High
36.71,83,100,1125,Normal
37.83,105,92,1685,Moderate
39.63,143,80,2837,Critical
37.73,108,93,1605,Moderate
37.68,103,94,1666,Moderate
37.9,103,93,1720,Moderate
37.81,110,94,1697,Moderate
38.43,137,91,2138,High
38.93,123,91,2579,High
39.15,156,83,3193,Critical
39.0,121,90,2003,High
36.88,86,99,1028,Normal
37.73,103,93,1611,Moderate
36.08,73,95,945,Normal
37.98,102,92,1792,Moderate
36.79,64,97,988,Normal
36.91,95,100,1234,Normal
40.39,149,80,2800,Critical
38.37,123,90,2406,High
37.96,112,94,1650,Moderate
37.96,102,94,1898,Moderate
38.35,131,91,2027,High
37.69,111,92,1796,Moderate
36.14,61,97,1154,Normal
37.05,76,99,835,Normal
39.77,166,84,3046,Critical
37.96,105,93,1455,Moderate
37.92,104,93,1772,Moderate
37.62,109,93,1495,Moderate
37.62,117,93,1837,Moderate
36.95,95,98,861,Normal
40.48,166,88,3060,Critical
38.42,121,89,2227,High
37.4,92,100,906,Normal
39.52,153,80,2822,Critical
38.79,125,90,2408,High
40.08,147,83,3103,Critical
38.31,122,90,2043,High
38.21,134,89,2268,High
36.96,83,99,932,Normal
39.48,143,86,2998,Critical
36.02,75,98,980,Normal
36.96,94,99,1212,Normal
38.58,123,90,2136,High
37.91,115,92,1613,Moderate
37.42,85,95,953,Normal
38.59,122,89,2244,High
37.71,118,93,1704,Moderate
39.17,148,80,2806,Critical
39.48,156,87,2904,Critical
37.62,101,93,1508,Moderate
38.16,123,89,2055,High
39.15,162,77,2870,Critical
36.73,87,99,1206,Normal
38.81,135,90,2064,High
38.96,132,91,2432,High
37.28,60,100,981,Normal
38.29,138,90,2269,High
38.9,124,90,2456,High
39.25,151,80,2856,Critical
39.64,154,85,2913,Critical
37.23,75,97,1104,Normal
37.46,92,100,836,Normal
37.61,113,94,1789,Moderate
